user_id,gender,age_group,diet,vegetarian,allergy
user_846,0,1,False,False,[]
user_847,0,2,False,False,[]
user_848,1,0,False,False,[]
user_849,1,1,True,True,[]
user_850,1,1,False,False,[]
user_851,0,1,False,False,[]
user_852,1,0,True,False,[]
user_853,0,0,True,False,[]
user_854,1,3,True,False,[]
user_855,0,0,True,True,[]
user_856,0,1,False,True,[]
user_857,0,0,True,False,[]
user_858,0,0,False,False,[]
user_859,1,0,True,False,[]
user_860,0,0,True,False,[]
user_861,1,2,True,False,[]
user_862,0,0,False,False,[]
user_863,1,3,False,False,[]
user_864,0,1,False,False,[]
user_865,0,1,True,False,[]
user_866,1,1,True,False,[]
user_867,0,1,False,False,[]
user_868,0,2,False,False,"['Bread_1', 'Source_2']"
user_869,1,0,False,True,[]
user_870,1,1,True,False,[]
user_871,0,2,True,False,[]
user_872,0,3,False,False,[]
user_873,1,2,False,False,[]
user_874,0,1,True,True,[]
user_875,0,2,True,False,[]
user_876,0,1,False,False,[]
user_877,1,1,False,False,[]
user_878,1,0,False,False,[]
user_879,0,1,False,False,[]
user_880,0,0,False,True,[]
user_881,0,1,False,False,['Source_3']
user_882,1,2,True,False,['Bread_5']
user_883,0,0,False,False,[]
user_884,0,0,True,True,[]
user_885,1,0,False,False,[]
user_886,0,3,False,False,[]
user_887,1,1,False,False,[]
user_888,0,1,False,False,[]
user_889,0,2,True,False,[]
user_890,0,2,True,True,"['Source_5', 'Bread_4']"
user_891,1,1,False,False,[]
user_892,1,1,False,False,['Vegtable_1']
user_893,1,2,True,True,[]
user_894,0,1,False,False,[]
user_895,1,0,False,False,[]
user_896,0,2,True,False,[]
user_897,0,1,False,False,[]
user_898,1,0,False,False,[]
user_899,0,1,False,True,[]
user_900,0,0,True,False,[]
user_901,0,0,False,False,[]
user_902,0,2,False,False,[]
user_903,0,0,True,False,[]
user_904,1,1,False,True,[]
user_905,0,1,True,False,[]
user_906,1,0,False,False,[]
user_907,1,3,True,False,[]
user_908,0,0,False,False,[]
user_909,0,1,False,False,[]
user_910,0,1,False,False,[]
user_911,1,0,False,False,[]
user_912,0,0,True,False,[]
user_913,1,2,True,False,[]
user_914,0,3,False,False,[]
user_915,1,0,False,False,[]
user_916,0,1,True,False,[]
user_917,0,2,True,False,[]
user_918,1,2,False,False,[]
user_919,1,1,False,False,[]
user_920,0,1,False,False,[]
user_921,1,1,False,False,[]
user_922,0,2,False,False,[]
user_923,1,2,False,False,[]
user_924,1,0,False,False,"['Meat_1', 'Bread_1']"
user_925,0,1,True,True,[]
user_926,0,3,False,False,[]
user_927,0,2,False,True,[]
user_928,1,3,False,False,[]
user_929,1,2,False,False,[]
user_930,0,1,False,False,"['Meat_1', 'Source_1', 'Vegtable_3']"
user_931,0,1,False,False,[]
user_932,1,1,False,False,[]
user_933,1,0,False,False,[]
user_934,1,1,False,True,[]
user_935,0,2,False,False,[]
user_936,0,0,True,False,[]
user_937,0,2,False,False,[]
user_938,1,1,True,False,[]
user_939,0,3,False,True,[]
user_940,1,0,False,False,[]
user_941,0,0,False,False,"['Vegtable_5', 'Meat_1', 'Bread_1']"
user_942,1,1,False,False,[]
user_943,1,0,True,False,[]
user_944,1,2,True,True,[]
user_945,0,2,True,True,[]
user_946,0,0,False,False,"['Vegtable_1', 'Meat_2']"
user_947,0,1,False,True,[]
user_948,1,1,False,True,[]
user_949,1,1,False,False,[]
user_950,1,3,False,False,[]
user_951,1,2,False,False,[]
user_952,1,1,False,False,['Meat_5']
user_953,0,2,False,False,[]
user_954,1,1,True,False,[]
user_955,0,3,True,False,[]
user_956,0,1,True,False,[]
user_957,1,2,False,False,['Vegtable_5']
user_958,0,2,False,True,[]
user_959,0,0,False,False,[]
user_960,1,2,True,True,"['Vegtable_2', 'Bread_2', 'Source_5']"
user_961,0,0,False,True,[]
user_962,1,1,False,False,[]
user_963,0,1,True,False,[]
user_964,0,3,False,False,[]
user_965,0,2,False,False,[]
user_966,0,2,False,False,[]
user_967,1,2,False,False,[]
user_968,0,1,False,False,[]
user_969,1,3,False,True,[]
user_970,0,1,False,False,[]
user_971,1,1,False,False,[]
user_972,1,0,True,True,[]
user_973,1,2,False,False,[]
user_974,0,2,False,False,[]
user_975,0,1,False,True,[]
user_976,0,0,True,True,"['Source_5', 'Meat_5', 'Meat_1']"
user_977,1,2,False,False,[]
user_978,0,0,False,False,[]
user_979,0,2,True,False,[]
user_980,1,3,True,True,[]
user_981,0,1,False,True,[]
user_982,1,0,True,False,[]
user_983,0,2,False,False,[]
user_984,0,2,False,False,[]
user_985,1,1,False,False,"['Bread_3', 'Meat_2', 'Bread_2']"
user_986,0,3,False,False,[]
user_987,1,0,True,False,['Meat_1']
user_988,0,1,False,False,"['Source_4', 'Source_3', 'Meat_3']"
user_989,0,2,False,False,[]
user_990,1,2,True,False,"['Meat_1', 'Vegtable_3']"
user_991,1,0,True,False,[]
user_992,1,2,False,False,"['Bread_4', 'Meat_4']"
user_993,0,1,False,False,[]
user_994,1,1,False,False,[]
user_995,0,0,True,False,[]
user_996,0,2,False,False,[]
user_997,1,0,True,False,[]
user_998,0,1,False,False,[]
user_999,1,0,False,False,[]
user_1000,0,2,False,False,[]
